Ver. 2.0
CustomSeparator  
auto_time double double double double double double double double double double #
3.306166 0.117411 0.004086 0.617655 454.138072 11.725292 13.829494 0.000094 0.000115 0.201525 0.225133
3.321804 0.367117 0.004698 0.617520 453.758724 11.226331 13.956005 0.000127 0.000188 0.182693 0.225133
3.339090 0.103618 0.006903 0.616813 453.424344 10.471438 13.785139 0.000186 0.000232 0.167382 0.224871
3.354455 0.100981 0.011399 0.615501 453.102482 9.480351 13.327634 0.000241 0.000291 0.156282 0.224871
3.367848 0.097546 0.019066 0.613967 452.774650 8.331628 12.608739 0.000356 0.000301 0.150326 0.224060
3.382019 0.088405 0.029897 0.612317 452.480273 7.090104 11.721726 0.000464 0.000322 0.148304 0.224060
3.396147 0.085418 0.042266 0.610492 452.238776 5.854199 10.769186 0.000570 0.000291 0.146674 0.223745
3.408929 0.095424 0.053780 0.608544 451.981276 4.718766 9.861383 0.000611 0.000327 0.145884 0.223745
3.422037 0.079497 0.062997 0.606871 451.708023 3.750266 9.026083 0.000688 0.000218 0.145283 0.223931
3.436149 0.091180 0.068280 0.605718 451.470164 3.007858 8.328315 0.000650 0.000160 0.142746 0.223931
3.449346 0.076784 0.069886 0.605353 451.235284 2.511650 7.768731 0.000743 0.000144 0.138783 0.224055
3.463778 0.078479 0.068793 0.604421 450.988318 2.189005 7.348509 0.000858 0.000132 0.132527 0.224055
3.477065 0.080832 0.067669 0.603769 450.740859 2.041961 6.983989 0.000899 0.000137 0.122497 0.223965
3.490015 0.075794 0.067206 0.603493 450.502742 2.053517 6.768318 0.000962 0.000160 0.109646 0.223965
3.503489 0.078092 0.065633 0.603711 450.292193 2.200297 6.731265 0.000926 0.000222 0.097072 0.223606
3.516303 0.092871 0.064701 0.602513 450.081029 2.458667 6.799202 0.000820 0.000191 0.085075 0.223606
3.529922 0.081053 0.065473 0.603505 449.878881 2.812313 6.866098 0.000724 0.000201 0.075501 0.224080
3.543865 0.075580 0.067569 0.603454 449.705633 3.223147 6.946921 0.000636 0.000151 0.068226 0.224080
3.560729 0.071052 0.071343 0.603081 449.496035 3.657165 6.988393 0.000527 0.000124 0.064381 0.269006
3.575466 0.989037 0.075281 0.602367 449.346891 4.104076 6.942197 0.000504 0.000088 0.063666 0.269006
3.590533 0.072914 0.080399 0.601329 449.192292 4.524883 6.745542 0.000481 0.000061 0.064858 0.269923
3.603659 0.077898 0.086461 0.599965 449.063307 4.882979 6.397475 0.000462 0.000025 0.065937 0.269923
3.623863 0.073970 0.093711 0.599469 448.925019 5.130430 5.943167 0.000383 0.000030 0.066456 0.223870
3.640095 0.070816 0.101265 0.598094 448.795491 5.275807 5.404916 0.000311 0.000055 0.066624 0.223870
3.653805 0.059991 0.109602 0.597995 448.602337 5.335916 4.848343 0.000191 0.000048 0.066316 0.223754
3.669007 0.072527 0.116408 0.598155 448.488316 5.274416 4.321809 0.000130 0.000060 0.066034 0.223754
3.682329 0.072600 0.119151 0.596203 448.438233 5.118435 3.866740 0.000127 0.000056 0.066479 0.224245
3.697611 0.050131 0.119750 0.596948 448.326116 4.872526 3.437675 0.000102 0.000070 0.063332 0.224245
