Ver. 2.0
CustomSeparator  
auto_time double double double double double double double double double double #
0.000000 0.000000 0.000000 0.000000 586.377758 0.000000 0.000000 0.000000 0.000000 0.000000 0.304479
0.016428 0.022966 0.000000 0.000000 586.426214 0.000000 0.000000 0.000000 0.000000 0.000000 0.304479
0.031822 0.042846 0.000028 0.000000 586.602301 0.000205 0.000261 0.000001 0.000000 0.000147 0.335243
0.044524 0.029942 0.001226 0.000000 586.606504 0.000449 0.000246 0.000001 0.000000 0.000436 0.335243
0.057123 0.024282 0.000505 0.000000 586.588717 0.000276 0.000191 0.000207 0.000150 0.000182 0.333930
0.073759 0.021954 0.000281 0.000000 586.583524 0.000166 0.000131 0.000047 0.000073 0.000102 0.333930
0.092810 0.019739 0.004552 0.000000 586.573444 0.002566 0.002004 0.000143 0.000070 0.002307 0.333104
0.113672 0.030590 0.014617 0.000000 586.574962 0.010896 0.009185 0.000538 0.000311 0.009496 0.333104
0.145372 0.031819 0.028047 0.000000 586.561836 0.027705 0.024739 0.001284 0.000956 0.023165 0.332353
0.163760 0.016618 0.039782 0.000000 586.571271 0.052693 0.050382 0.002201 0.002007 0.042103 0.332353
0.181876 0.016288 0.046409 0.000000 586.582140 0.080257 0.083032 0.003178 0.002985 0.061730 0.331688
0.198002 0.014523 0.045770 0.000000 586.584898 0.105458 0.114774 0.003693 0.003493 0.077216 0.331688
0.212805 0.015224 0.038406 0.000000 586.593990 0.120520 0.139317 0.003583 0.003131 0.083175 0.330932
0.225669 0.013755 0.028488 0.000000 586.612539 0.126299 0.147835 0.003122 0.002451 0.077995 0.330932
0.239571 0.018468 0.020412 0.000000 586.626853 0.121716 0.143959 0.002329 0.001399 0.065293 0.330277
0.256647 0.011838 0.016324 0.000000 586.632942 0.112325 0.134391 0.001520 0.000618 0.051245 0.330277
0.269574 0.013549 0.015963 0.000000 586.671127 0.107876 0.129474 0.000906 0.000252 0.043644 0.329796
0.282630 0.031238 0.017007 0.000000 586.712099 0.097321 0.117334 0.000396 0.000173 0.036568 0.329796
0.296475 0.013064 0.017811 0.000000 586.729349 0.092966 0.122533 0.000346 0.000162 0.030098 0.329224
0.309143 0.015547 0.018452 0.000000 586.751690 0.089145 0.128539 0.000340 0.000121 0.025570 0.329224
0.323069 0.020424 0.019528 0.000000 586.766152 0.087034 0.135038 0.000280 0.000115 0.021183 0.328948
0.336062 0.030968 0.020372 0.000000 586.785911 0.081292 0.151794 0.000251 0.000101 0.017685 0.328948
0.352198 0.011772 0.021774 0.000000 586.816983 0.074095 0.174165 0.000233 0.000080 0.014992 0.328831
0.366435 0.012979 0.022885 0.000000 586.848560 0.066645 0.194548 0.000248 0.000076 0.012401 0.328831
0.382669 0.012278 0.024024 0.000000 586.876450 0.061427 0.215897 0.000209 0.000082 0.010309 0.328908
0.397831 0.010000 0.025976 0.000000 586.903786 0.058141 0.236432 0.000201 0.000077 0.008914 0.328908
0.413042 0.011739 0.028691 0.000000 586.927173 0.057517 0.250878 0.000173 0.000088 0.008102 0.329227
0.425392 0.016275 0.031008 0.000000 586.956924 0.054151 0.267240 0.000130 0.000096 0.007567 0.329227
0.438220 0.011460 0.033578 0.000000 586.976830 0.055856 0.281925 0.000093 0.000100 0.007471 0.329518
0.450576 0.009443 0.035504 0.000000 586.998960 0.054815 0.288666 0.000071 0.000087 0.007712 0.329518
0.463550 0.009473 0.036749 0.000000 587.020042 0.055047 0.291982 0.000046 0.000072 0.008423 0.329856
0.476490 0.010166 0.037166 0.000000 587.034172 0.056687 0.294166 0.000032 0.000036 0.009480 0.329856
