0.000	0.000	0.000	0.000
0.002	0.000	0.000	0.000
0.008	0.000	0.000	0.000
0.015	0.000	0.000	0.000
0.019	0.001	0.000	0.000
0.021	0.004	0.000	0.000
0.021	0.009	0.000	0.000
0.021	0.015	0.000	0.000
0.020	0.019	0.000	0.000
0.018	0.019	0.000	0.000
0.014	0.017	0.000	0.000
0.010	0.017	0.000	0.000
0.010	0.020	0.000	0.000
0.012	0.022	0.000	0.000
0.013	0.020	0.000	0.000
0.010	0.016	0.000	0.000
0.007	0.012	0.000	0.000
0.006	0.009	0.000	0.000
0.008	0.009	0.000	0.000
0.010	0.009	0.000	0.000
0.013	0.009	0.000	0.000
0.017	0.008	0.000	0.000
0.025	0.007	0.000	0.000
0.038	0.007	0.000	0.000
0.051	0.006	0.000	0.000
0.062	0.004	0.000	0.000
0.072	0.001	0.000	0.000
0.086	-0.000	0.000	0.000
0.104	0.001	0.000	0.000
0.121	0.003	0.000	0.000
0.131	0.005	0.000	0.000
0.137	0.006	0.000	0.000
0.141	0.006	0.000	0.000
0.134	0.006	0.000	0.000
0.114	0.006	0.000	0.000
0.087	0.005	0.000	0.000
0.071	0.004	0.000	0.000
0.071	0.002	0.000	0.000
0.076	0.001	0.000	0.000
0.072	0.001	0.000	0.000
0.062	0.001	0.000	0.000
0.051	0.000	0.000	0.000
0.046	0.001	0.000	0.000
0.045	0.003	0.000	0.000
0.040	0.005	0.000	0.000
0.033	0.007	0.000	0.000
0.025	0.007	0.000	0.000
0.021	0.006	0.000	0.000
0.019	0.005	0.000	0.000
0.016	0.005	0.000	0.000
0.011	0.006	0.000	0.000
0.009	0.006	0.000	0.000
0.010	0.005	0.000	0.000
0.011	0.003	0.000	0.000
0.011	0.002	0.000	0.000
0.010	0.001	0.000	0.000
0.009	0.002	0.000	0.000
0.009	0.002	0.000	0.000
0.010	0.002	0.000	0.000
0.010	0.001	0.000	0.000
0.009	0.001	0.000	0.000
0.010	0.001	0.000	0.000
0.011	0.001	0.000	0.000
0.015	0.001	0.000	0.000
0.018	0.001	0.000	0.000
0.020	0.001	0.000	0.000
0.023	0.001	0.000	0.000
0.028	0.001	0.000	0.000
0.034	0.001	0.000	0.000
0.039	0.001	0.000	0.000
0.041	0.001	0.000	0.000
0.039	0.003	0.000	0.000
0.034	0.004	0.000	0.000
0.029	0.006	0.000	0.000
0.026	0.007	0.000	0.000
0.023	0.008	0.000	0.000
0.021	0.007	0.000	0.000
0.021	0.006	0.000	0.000
0.021	0.004	0.000	0.000
0.020	0.003	0.000	0.000
0.029	0.002	0.000	0.000
0.039	0.002	0.000	0.000
0.059	0.003	0.000	0.000
0.080	0.003	0.000	0.000
0.173	0.003	0.000	0.000
0.352	0.003	0.000	0.000
0.483	0.003	0.000	0.000
0.503	0.003	0.000	0.000
0.482	0.007	0.000	0.000
0.597	0.015	0.000	0.000
0.988	0.026	0.000	0.000
1.638	0.035	0.000	0.000
2.436	0.042	0.000	0.000
3.308	0.044	0.000	0.000
4.297	0.040	0.000	0.000
5.334	0.028	0.000	0.000
6.402	0.014	0.000	0.000
7.395	0.008	0.000	0.000
8.179	0.017	0.000	0.000
8.604	0.033	0.000	0.000
8.716	0.039	0.106	0.000
8.464	0.030	0.325	0.000
7.837	0.018	0.555	0.000
6.957	0.016	0.672	0.000
6.011	0.023	0.649	0.000
5.141	0.027	0.571	0.000
4.371	0.021	0.542	0.000
4.302	0.010	0.580	0.000
4.318	0.004	0.624	0.000
3.835	0.006	0.622	0.000
2.793	0.011	0.587	0.000
1.844	0.013	0.567	0.000
1.408	0.012	0.579	0.000
1.425	0.009	0.594	0.000
1.422	0.008	0.584	0.000
1.102	0.009	0.555	0.000
0.656	0.010	0.534	0.000
0.444	0.011	0.533	0.000
0.521	0.012	0.536	0.000
0.621	0.013	0.528	0.000
0.525	0.013	0.508	0.000
0.314	0.014	0.489	0.000
0.199	0.015	0.479	0.000
0.239	0.017	0.470	0.000
0.300	0.017	0.454	0.000
0.258	0.015	0.431	0.000
0.149	0.012	0.408	0.000
0.087	0.012	0.390	0.000
0.112	0.017	0.372	0.000
0.154	0.023	0.349	0.000
0.140	0.025	0.321	0.000
0.081	0.023	0.292	0.000
0.042	0.020	0.268	0.000
0.053	0.019	0.247	0.000
0.079	0.023	0.226	0.000
0.076	0.027	0.204	0.000
0.047	0.028	0.184	0.000
0.026	0.025	0.167	0.000
0.035	0.021	0.153	0.000
0.056	0.020	0.140	0.000
0.060	0.023	0.126	0.000
0.044	0.027	0.113	0.000
0.027	0.030	0.101	0.000
0.023	0.031	0.095	0.000
0.027	0.032	0.094	0.000
0.025	0.033	0.098	0.000
0.014	0.034	0.105	0.000
0.005	0.036	0.113	0.000
0.005	0.038	0.121	0.000
0.012	0.039	0.130	0.000
0.017	0.040	0.138	0.000
0.016	0.039	0.146	0.000
0.014	0.037	0.155	0.000
0.015	0.032	0.166	0.000
0.019	0.025	0.178	0.000
0.020	0.017	0.191	0.000
0.017	0.011	0.203	0.000
0.011	0.008	0.216	0.000
0.009	0.007	0.229	0.000
